SVCCD,Description,CPT,Gross.Charge,As.of.Date,DISCOUNTED.CASH.PRICE.INPATIENT,DISCOUNTED.CASH.PRICE.OUTPATIENT,DE.IDENTIFIED.MIN,DE.IDENTIFIED.MAX,BC.BS.TN.Preferred,BC.BS.TN.Select,BC.BS.TN.CHS.Employees,CIGNA,Aetna,Humana,Centene.Ambetter.HIX,Multiplan,UHC.Comm.Plan.Americhoice.MCD,Amerigroup.MCD,BC.BS...BlueCare.MCD,Humana.Gold.Choice.MCR,United.Healthcare...Secure.MCR,BCBS.MCR,HealthSpring.CIGNA.MCR,Amerigroup.MCR,Aetna.MCR,Wellcare.MCR
1210468,NEBIVOLOL 10MG TAB,NA,58.09,2/6/2022,13.331655,13.331655,3.71776,22.24847,11.09519,7.66788,12.72171,12.08272,13.47688,7.66788,10.63047,22.24847,4.82147,4.87956,3.71776,6.3899,6.44799,6.62226,7.5517,6.73844,7.02889,6.56417
1210918,ESOMEPRAZO 40MG SUSP,NA,109.23,2/6/2022,25.068285,25.068285,6.99072,41.83509,20.86293,14.41836,23.92137,22.71984,25.34136,14.41836,19.98909,41.83509,9.06609,9.17532,6.99072,12.0153,12.12453,12.45222,14.1999,12.67068,13.21683,12.34299
1612213,FL-SM BWL ENT TBE CR,74251,771.25,2/6/2022,177.001875,177.001875,49.36,295.38875,147.30875,101.805,168.90375,160.42,178.93,101.805,141.13875,295.38875,64.01375,64.785,49.36,84.8375,85.60875,87.9225,100.2625,89.465,93.32125,87.15125
1061448,S-PRIM ART MECH THRO,SURG,25027.07,2/6/2022,5743.712565,5743.712565,1601.73248,9585.36781,4780.17037,3303.57324,5480.92833,5205.63056,5806.28024,3303.57324,4579.95381,9585.36781,2077.24681,2102.27388,1601.73248,2752.9777,2778.00477,2853.08598,3253.5191,2903.14012,3028.27547,2828.05891
2811751,S-TIB-PER REV ATH AD,SURG,65888.9,2/6/2022,15121.50255,15121.50255,4216.8896,25235.4487,12584.7799,8697.3348,14429.6691,13704.8912,15286.2248,8697.3348,12057.6687,25235.4487,5468.7787,5534.6676,4216.8896,7247.779,7313.6679,7511.3346,8565.557,7643.1124,7972.5569,7445.4457
1691021,IR-ANGIO EXTREM UNI,75710,17519.54,2/6/2022,4020.73443,4020.73443,1121.25056,6709.98382,3346.23214,2312.57928,3836.77926,3644.06432,4064.53328,2312.57928,3206.07582,6709.98382,1454.12182,1471.64136,1121.25056,1927.1494,1944.66894,1997.22756,2277.5402,2032.26664,2119.86434,1979.70802
1211926,POLIDOCANOL .5% 2ML,NA,126.74,2/6/2022,29.08683,29.08683,8.11136,48.54142,24.20734,16.72968,27.75606,26.36192,29.40368,16.72968,23.19342,48.54142,10.51942,10.64616,8.11136,13.9414,14.06814,14.44836,16.4762,14.70184,15.33554,14.32162
2895766,PREGNENOLONE,84140,192.55,2/6/2022,44.190225,44.190225,12.3232,73.74665,36.77705,25.4166,42.16845,40.0504,44.6716,25.4166,35.23665,73.74665,15.98165,16.1742,12.3232,21.1805,21.37305,21.9507,25.0315,22.3358,23.29855,21.75815
1612160,IR-MYELO LUMBAR,62304,6320.51,2/6/2022,1450.557045,1450.557045,404.51264,2420.75533,1207.21741,834.30732,1384.19169,1314.66608,1466.35832,834.30732,1156.65333,2420.75533,524.60233,530.92284,404.51264,695.2561,701.57661,720.53814,821.6663,733.17916,764.78171,714.21763
2893360,"COMPLEMENT AG, EA",86160,311.59,2/6/2022,71.509905,71.509905,19.94176,119.33897,59.51369,41.12988,68.23821,64.81072,72.28888,41.12988,57.02097,119.33897,25.86197,26.17356,19.94176,34.2749,34.58649,35.52126,40.5067,36.14444,37.70239,35.20967
1221106,SOD CHLOR .45% 50ML,NA,82.51,2/6/2022,18.936045,18.936045,5.28064,31.60133,15.75941,10.89132,18.06969,17.16208,19.14232,10.89132,15.09933,31.60133,6.84833,6.93084,5.28064,9.0761,9.15861,9.40614,10.7263,9.57116,9.98371,9.32363
2893803,ALLERGEN IGE QUANT,86003,52.14,2/6/2022,11.96613,11.96613,3.33696,19.96962,9.95874,6.88248,11.41866,10.84512,12.09648,6.88248,9.54162,19.96962,4.32762,4.37976,3.33696,5.7354,5.78754,5.94396,6.7782,6.04824,6.30894,5.89182
2892097,TISS TRNSGL EA IG CL,86364,466.13,2/6/2022,106.976835,106.976835,29.83232,178.52779,89.03083,61.52916,102.08247,96.95504,108.14216,61.52916,85.30179,178.52779,38.68879,39.15492,29.83232,51.2743,51.74043,53.13882,60.5969,54.07108,56.40173,52.67269
1217492,LAMIVUDINE 150MG TAB,NA,2,2/6/2022,0.459,0.459,0.128,0.766,0.382,0.264,0.438,0.416,0.464,0.264,0.366,0.766,0.166,0.168,0.128,0.22,0.222,0.228,0.26,0.232,0.242,0.226
1414104,BREAST IMPLANT 5,C1789,7945.46,2/6/2022,1823.48307,1823.48307,508.50944,3043.11118,1517.58286,1048.80072,1740.05574,1652.65568,1843.34672,1048.80072,1454.01918,3043.11118,659.47318,667.41864,508.50944,874.0006,881.94606,905.78244,1032.9098,921.67336,961.40066,897.83698
1061247,"IC-PTCA, ADDL",92921,22492.78,2/6/2022,5162.09301,5162.09301,1439.53792,8614.73474,4296.12098,2969.04696,4925.91882,4678.49824,5218.32496,2969.04696,4116.17874,8614.73474,1866.90074,1889.39352,1439.53792,2474.2058,2496.69858,2564.17692,2924.0614,2609.16248,2721.62638,2541.68414
1590014,PET-BRAIN MET FN SUB,78608,12136.14,2/6/2022,2785.24413,2785.24413,776.71296,4648.14162,2318.00274,1601.97048,2657.81466,2524.31712,2815.58448,1601.97048,2220.91362,4648.14162,1007.29962,1019.43576,776.71296,1334.9754,1347.11154,1383.51996,1577.6982,1407.79224,1468.47294,1371.38382
2893836,LEUKOCY ASSES FEC QL,89055,38.88,2/6/2022,8.92296,8.92296,2.48832,14.89104,7.42608,5.13216,8.51472,8.08704,9.02016,5.13216,7.11504,14.89104,3.22704,3.26592,2.48832,4.2768,4.31568,4.43232,5.0544,4.51008,4.70448,4.39344
1414979,STNT NO-COA/COV W/O2,C1877,16424.5,2/6/2022,3769.42275,3769.42275,1051.168,6290.5835,3137.0795,2168.034,3596.9655,3416.296,3810.484,2168.034,3005.6835,6290.5835,1363.2335,1379.658,1051.168,1806.695,1823.1195,1872.393,2135.185,1905.242,1987.3645,1855.9685
2896090,ASPERGILLUS AB,86606,195.48,2/6/2022,44.86266,44.86266,12.51072,74.86884,37.33668,25.80336,42.81012,40.65984,45.35136,25.80336,35.77284,74.86884,16.22484,16.42032,12.51072,21.5028,21.69828,22.28472,25.4124,22.67568,23.65308,22.08924
7210410,LEVOTHYROX 300MCG TB,NA,12.6,2/6/2022,2.8917,2.8917,0.8064,4.8258,2.4066,1.6632,2.7594,2.6208,2.9232,1.6632,2.3058,4.8258,1.0458,1.0584,0.8064,1.386,1.3986,1.4364,1.638,1.4616,1.5246,1.4238
1321183,CELL ENUM IS AND ID,86152,1198.98,2/6/2022,275.16591,275.16591,76.73472,459.20934,229.00518,158.26536,262.57662,249.38784,278.16336,158.26536,219.41334,459.20934,99.51534,100.71432,76.73472,131.8878,133.08678,136.68372,155.8674,139.08168,145.07658,135.48474
2890029,MAGNESIUM,83735,204.82,2/6/2022,47.00619,47.00619,13.10848,78.44606,39.12062,27.03624,44.85558,42.60256,47.51824,27.03624,37.48206,78.44606,17.00006,17.20488,13.10848,22.5302,22.73502,23.34948,26.6266,23.75912,24.78322,23.14466
1218174,PHYTONADIONE 5 MG TB,NA,221.72,2/6/2022,50.88474,50.88474,14.19008,84.91876,42.34852,29.26704,48.55668,46.11776,51.43904,29.26704,40.57476,84.91876,18.40276,18.62448,14.19008,24.3892,24.61092,25.27608,28.8236,25.71952,26.82812,25.05436
1663324,LE-HIP UNILAT 1V CR,73501,781.99,2/6/2022,179.466705,179.466705,50.04736,299.50217,149.36009,103.22268,171.25581,162.65392,181.42168,103.22268,143.10417,299.50217,64.90517,65.68716,50.04736,86.0189,86.80089,89.14686,101.6587,90.71084,94.62079,88.36487
1581032,US-BRST BX LOC CLP 1,MANUL,5533.12,2/6/2022,1269.85104,1269.85104,354.11968,2119.18496,1056.82592,730.37184,1211.75328,1150.88896,1283.68384,730.37184,1012.56096,2119.18496,459.24896,464.78208,354.11968,608.6432,614.17632,630.77568,719.3056,641.84192,669.50752,625.24256
1855058,DEBRD EA AD20CM COTA,97598,725.63,2/6/2022,166.532085,166.532085,46.44032,277.91629,138.59533,95.78316,158.91297,150.93104,168.34616,95.78316,132.79029,277.91629,60.227290000000004,60.95292,46.44032,79.8193,80.54493,82.72182,94.3319,84.17308,87.80123,81.99619
2895874,ANTIPSYCH NOS MS 7PL,80344,883.45,2/6/2022,202.751775,202.751775,56.5408,338.36135,168.73895,116.6154,193.47555,183.7576,204.9604,116.6154,161.67135,338.36135,73.32635,74.2098,56.5408,97.1795,98.06295,100.7133,114.8485,102.4802,106.89745,99.82985
182502,DIRECT ADMIT TO OBS,G0379,1978.18,2/6/2022,453.99231,453.99231,126.60352,757.64294,377.83238,261.11976,433.22142,411.46144,458.93776,261.11976,362.00694,757.64294,164.18894,166.16712,126.60352,217.5998,219.57798,225.51252,257.1634,229.46888,239.35978,223.53434
1414775,MORCELLATOR 1,C1782,1764.17,2/6/2022,404.877015,404.877015,112.90688,675.67711,336.95647,232.87044,386.35323,366.94736,409.28744,232.87044,322.84311,675.67711,146.42611,148.19028,112.90688,194.0587,195.82287,201.11538,229.3421,204.64372,213.46457,199.35121
1213531,PAROMOMYCIN 250MG CP,NA,48.9,2/6/2022,11.22255,11.22255,3.1296,18.7287,9.3399,6.4548,10.7091,10.1712,11.3448,6.4548,8.9487,18.7287,4.0587,4.1076,3.1296,5.379,5.4279,5.5746,6.357,5.6724,5.9169,5.5257
7212150,NORM SALINE 250ML IV,J7050,82.53,2/6/2022,18.940635,18.940635,5.28192,31.60899,15.76323,10.89396,18.07407,17.16624,19.14696,10.89396,15.10299,31.60899,6.84999,6.93252,5.28192,9.0783,9.16083,9.40842,10.7289,9.57348,9.98613,9.32589
1414477,CONN TISSUE HUMAN 3,C1762,6722.34,2/6/2022,1542.77703,1542.77703,430.22976,2574.65622,1283.96694,887.34888,1472.19246,1398.24672,1559.58288,887.34888,1230.18822,2574.65622,557.95422,564.67656,430.22976,739.4574,746.17974,766.34676,873.9042,779.79144,813.40314,759.62442
7210862,SOLIFENACIN 10MG TAB,NA,15.94,2/6/2022,3.65823,3.65823,1.02016,6.10502,3.04454,2.10408,3.49086,3.31552,3.69808,2.10408,2.91702,6.10502,1.32302,1.33896,1.02016,1.7534,1.76934,1.81716,2.0722,1.84904,1.92874,1.80122
1610055,UE-CLAVICLE BILAT DR,73000,1862.56,2/6/2022,427.45752,427.45752,119.20384,713.36048,355.74896,245.85792,407.90064,387.41248,432.11392,245.85792,340.84848,713.36048,154.59248,156.45504,119.20384,204.8816,206.74416,212.33184,242.1328,216.05696,225.36976,210.46928
1212886,NALOXONE HCL 1MG INJ,J2310,103.17,2/6/2022,23.677515,23.677515,6.60288,39.51411,19.70547,13.61844,22.59423,21.45936,23.93544,13.61844,18.88011,39.51411,8.56311,8.66628,6.60288,11.3487,11.45187,11.76138,13.4121,11.96772,12.48357,11.65821
1219800,NYS100K-TRI.1OIN 15G,NA,23.26,2/6/2022,5.33817,5.33817,1.48864,8.90858,4.44266,3.07032,5.09394,4.83808,5.39632,3.07032,4.25658,8.90858,1.93058,1.95384,1.48864,2.5586,2.58186,2.65164,3.0238,2.69816,2.81446,2.62838
2893948,ALLERGEN IGE QUANT,86003,52.14,2/6/2022,11.96613,11.96613,3.33696,19.96962,9.95874,6.88248,11.41866,10.84512,12.09648,6.88248,9.54162,19.96962,4.32762,4.37976,3.33696,5.7354,5.78754,5.94396,6.7782,6.04824,6.30894,5.89182
1314564,WBC AB IDENT,86021,278.6,2/6/2022,63.9387,63.9387,17.8304,106.7038,53.2126,36.7752,61.0134,57.9488,64.6352,36.7752,50.9838,106.7038,23.1238,23.4024,17.8304,30.646,30.9246,31.7604,36.218,32.3176,33.7106,31.4818
1217468,ISOSORBIDE DI 10MGTB,NA,6.54,2/6/2022,1.50093,1.50093,0.41856,2.50482,1.24914,0.86328,1.43226,1.36032,1.51728,0.86328,1.19682,2.50482,0.54282,0.54936,0.41856,0.7194,0.72594,0.74556,0.8502,0.75864,0.79134,0.73902
1218378,FUROSEMIDE 80MG TAB,NA,1.86,2/6/2022,0.42687,0.42687,0.11904000000000001,0.71238,0.35526,0.24552,0.40734,0.38688,0.43152,0.24552,0.34038,0.71238,0.15438,0.15624,0.11904000000000001,0.2046,0.20646,0.21204,0.2418,0.21576,0.22506,0.21018
1218112,NYSTAT 100K UN/ML 5M,NA,13.95,2/6/2022,3.201525,3.201525,0.8928,5.34285,2.66445,1.8414,3.05505,2.9016,3.2364,1.8414,2.55285,5.34285,1.15785,1.1718,0.8928,1.5345,1.54845,1.5903,1.8135,1.6182,1.68795,1.57635
2894440,GAMMAGLOB M-G-A-D,82784,330.89,2/6/2022,75.939255,75.939255,21.17696,126.73087,63.19999,43.67748,72.46491,68.82512,76.76648,43.67748,60.55287,126.73087,27.46387,27.79476,21.17696,36.3979,36.72879,37.72146,43.0157,38.38324,40.03769,37.39057
1510199,US-GUIDE INTERRAD TX,76965,2163.39,2/6/2022,496.498005,496.498005,138.45696,828.57837,413.20749,285.56748,473.78241,449.98512,501.90648,285.56748,395.90037,828.57837,179.56137,181.72476,138.45696,237.9729,240.13629,246.62646,281.2407,250.95324,261.77019,244.46307
1314709,MUMPS AB,86735,288.61,2/6/2022,66.235995,66.235995,18.47104,110.53763,55.12451,38.09652,63.20559,60.03088,66.95752,38.09652,52.81563,110.53763,23.95463,24.24324,18.47104,31.7471,32.03571,32.90154,37.5193,33.47876,34.92181,32.61293
1663172,MR-ABDOMEN W,74182,5751.7,2/6/2022,1320.01515,1320.01515,368.1088,2202.9011,1098.5747,759.2244,1259.6223,1196.3536,1334.3944,759.2244,1052.5611,2202.9011,477.3911,483.1428,368.1088,632.687,638.4387,655.6938,747.721,667.1972,695.9557,649.9421
2896065,"ANA,TITER",86039,257.37,2/6/2022,59.066415,59.066415,16.47168,98.57271,49.15767,33.97284,56.36403,53.53296,59.70984,33.97284,47.09871,98.57271,21.36171,21.61908,16.47168,28.3107,28.56807,29.34018,33.4581,29.85492,31.14177,29.08281
2893628,RUSSELL VIPER VEN DI,85613,251.56,2/6/2022,57.73302,57.73302,16.09984,96.34748,48.04796,33.20592,55.09164,52.32448,58.36192,33.20592,46.03548,96.34748,20.87948,21.13104,16.09984,27.6716,27.92316,28.67784,32.7028,29.18096,30.43876,28.42628
1219561,SILV SULF 1%CRM 25GM,NA,13.27,2/6/2022,3.045465,3.045465,0.84928,5.08241,2.53457,1.75164,2.90613,2.76016,3.07864,1.75164,2.42841,5.08241,1.10141,1.11468,0.84928,1.4597,1.47297,1.51278,1.7251,1.53932,1.60567,1.49951
2895350,OPIATES MS 1 PL,80361,432.62,2/6/2022,99.28629,99.28629,27.68768,165.69346,82.63042,57.10584,94.74378,89.98496,100.36784,57.10584,79.16946,165.69346,35.90746,36.34008,27.68768,47.5882,48.02082,49.31868,56.2406,50.18392,52.34702,48.88606
1317530,PDGFRA GENE,81314,1670.69,2/6/2022,383.423355,383.423355,106.92416,639.87427,319.10179,220.53108,365.88111,347.50352,387.60008,220.53108,305.73627,639.87427,138.66727,140.33796,106.92416,183.7759,185.44659,190.45866,217.1897,193.80004,202.15349,188.78797
2852001,MSED SAME U5 1ST15,99151,576.51,2/6/2022,132.309045,132.309045,36.89664,220.80333,110.11341,76.09932,126.25569,119.91408,133.75032,76.09932,105.50133,220.80333,47.85033,48.42684,36.89664,63.4161,63.99261,65.72214,74.9463,66.87516,69.75771,65.14563
1218894,DILTIAZE 360MG SR CP,NA,12.21,2/6/2022,2.802195,2.802195,0.78144,4.67643,2.33211,1.61172,2.67399,2.53968,2.83272,1.61172,2.23443,4.67643,1.01343,1.02564,0.78144,1.3431,1.35531,1.39194,1.5873,1.41636,1.47741,1.37973
1214282,TBO-FILGRASTIM 1MCG,J1447,1.03,2/6/2022,0.236385,0.236385,0.06592,0.39449,0.19673,0.13596,0.22557,0.21424,0.23896,0.13596,0.18849,0.39449,0.08549,0.08652,0.06592,0.1133,0.11433,0.11742,0.1339,0.11948,0.12463,0.11639
2890015,VIRUS INOCU SHELL VI,87254,180.3,2/6/2022,41.37885,41.37885,11.5392,69.0549,34.4373,23.7996,39.4857,37.5024,41.8296,23.7996,32.9949,69.0549,14.9649,15.1452,11.5392,19.833,20.0133,20.5542,23.439,20.9148,21.8163,20.3739
2895781,MLH1 GENE ANALY FULL,81292,1341.89,2/6/2022,307.963755,307.963755,85.88096,513.94387,256.30099,177.12948,293.87391,279.11312,311.31848,177.12948,245.56587,513.94387,111.37687,112.71876,85.88096,147.6079,148.94979,152.97546,174.4457,155.65924,162.36869,151.63357
7211747,ACETYLCYST 600MG CAP,NA,1.65,2/6/2022,0.378675,0.378675,0.1056,0.63195,0.31515,0.2178,0.36135,0.3432,0.3828,0.2178,0.30195,0.63195,0.13695,0.1386,0.1056,0.1815,0.18315,0.1881,0.2145,0.1914,0.19965,0.18645
2850101,IR-VENOGRAM EXT UNI,75820,5623.18,2/6/2022,1290.51981,1290.51981,359.88352,2153.67794,1074.02738,742.25976,1231.47642,1169.62144,1304.57776,742.25976,1029.04194,2153.67794,466.72394,472.34712,359.88352,618.5498,624.17298,641.04252,731.0134,652.28888,680.40478,635.41934
1316449,VALPROIC ACID TOTAL,80164,319.62,2/6/2022,73.35279,73.35279,20.45568,122.41446,61.04742,42.18984,69.99678,66.48096,74.151840000000007,42.18984,58.49046,122.41446,26.52846,26.84808,20.45568,35.1582,35.47782,36.43668,41.5506,37.075920000000004,38.67402,36.11706
1218056,NALTREXONE 50MG TAB,NA,15.06,2/6/2022,3.45627,3.45627,0.96384,5.76798,2.87646,1.98792,3.29814,3.13248,3.49392,1.98792,2.75598,5.76798,1.24998,1.26504,0.96384,1.6566,1.67166,1.71684,1.9578,1.74696,1.82226,1.70178
1913264,IMM ADM PNEU VACCINE,G0009,316.02,2/6/2022,72.52659,72.52659,20.22528,121.03566,60.35982,41.71464,69.20838,65.73216,73.31664,41.71464,57.83166,121.03566,26.22966,26.54568,20.22528,34.7622,35.07822,36.02628,41.0826,36.65832,38.23842,35.71026
1315095,SCR FECAL OC BLD 1-3,G0328,181.72,2/6/2022,41.70474,41.70474,11.63008,69.59876,34.70852,23.98704,39.79668,37.79776,42.15904,23.98704,33.25476,69.59876,15.08276,15.26448,11.63008,19.9892,20.17092,20.71608,23.6236,21.07952,21.98812,20.53436
1030003,"EMG, 2 EXTREM",95861,1543.87,2/6/2022,354.318165,354.318165,98.80768,591.30221,294.87917,203.79084,338.10753,321.12496,358.17784,203.79084,282.52821,591.30221,128.14121,129.68508,98.80768,169.8257,171.36957,176.00118,200.7031,179.08892,186.80827,174.45731
1219036,CARB50-LEVO200MGSRTB,NA,7.83,2/6/2022,1.796985,1.796985,0.50112,2.99889,1.49553,1.03356,1.71477,1.62864,1.81656,1.03356,1.43289,2.99889,0.64989,0.65772,0.50112,0.8613,0.86913,0.89262,1.0179,0.90828,0.94743,0.88479
1855055,ELEC STM-UNATVI COTA,G0283,394.96,2/6/2022,90.64332,90.64332,25.27744,151.26968,75.43736,52.13472,86.49624,82.15168,91.63072,52.13472,72.27768,151.26968,32.78168,33.17664,25.27744,43.4456,43.84056,45.02544,51.3448,45.81536,47.79016,44.63048
1217365,COLLAGENA 250OIN 15G,NA,211.76,2/6/2022,48.59892,48.59892,13.55264,81.10408,40.44616,27.95232,46.37544,44.04608,49.12832,27.95232,38.75208,81.10408,17.57608,17.78784,13.55264,23.2936,23.50536,24.14064,27.5288,24.56416,25.62296,23.92888
2895903,TRB GENE REARRANGE,81340,778.97,2/6/2022,178.773615,178.773615,49.85408,298.34551,148.78327,102.82404,170.59443,162.02576,180.72104,102.82404,142.55151,298.34551,64.65451,65.43348,49.85408,85.6867,86.46567,88.80258,101.2661,90.36052,94.25537,88.02361
2850087,IR-ANGIO ADRENAL UNI,75731,13139.65,2/6/2022,3015.549675,3015.549675,840.9376,5032.48595,2509.67315,1734.4338,2877.58335,2733.0472,3048.3988,1734.4338,2404.55595,5032.48595,1090.59095,1103.7306,840.9376,1445.3615,1458.50115,1497.9201,1708.1545,1524.1994,1589.89765,1484.78045
1321086,ENZYME HISTOCHEMISTR,88319,1500.08,2/6/2022,344.26836,344.26836,96.00512,574.53064,286.51528,198.01056,328.51752,312.01664,348.01856,198.01056,274.51464,574.53064,124.50664,126.00672,96.00512,165.0088,166.50888,171.00912,195.0104,174.00928,181.50968,169.50904
2893105,VIRUS ISOLATION GEN,87255,781.08,2/6/2022,179.25786,179.25786,49.98912,299.15364,149.18628,103.10256,171.05652,162.46464,181.21056,103.10256,142.93764,299.15364,64.82964,65.61072,49.98912,85.9188,86.69988,89.04312,101.5404,90.60528,94.51068,88.26204
2811302,S-SEC ART M THRO ADD,SURG,14027.57,2/6/2022,3219.327315,3219.327315,897.76448,5372.55931,2679.26587,1851.63924,3072.03783,2917.73456,3254.39624,1851.63924,2567.04531,5372.55931,1164.28831,1178.31588,897.76448,1543.0327,1557.06027,1599.14298,1823.5841,1627.19812,1697.33597,1585.11541
1211045,METHOTREX NA 5MG,J9250,50,2/6/2022,11.475,11.475,3.2,19.15,9.55,6.6,10.95,10.4,11.6,6.6,9.15,19.15,4.15,4.2,3.2,5.5,5.55,5.7,6.5,5.8,6.05,5.65
1414450,CLOSURE DEVIC VASC 1,C1760,2111.66,2/6/2022,484.62597,484.62597,135.14624,808.76578,403.32706,278.73912,462.45354,439.22528,489.90512,278.73912,386.43378,808.76578,175.26778,177.37944,135.14624,232.2826,234.39426,240.72924,274.5158,244.95256,255.51086,238.61758
1315030,"URINALYSIS,VOL MEASU",81050,50.05,2/6/2022,11.486475,11.486475,3.2032,19.16915,9.55955,6.6066,10.96095,10.4104,11.6116,6.6066,9.15915,19.16915,4.15415,4.2042,3.2032,5.5055,5.55555,5.7057,6.5065,5.8058,6.05605,5.65565
1612136,CH-RIBS BILATERAL CR,71110,949.57,2/6/2022,217.926315,217.926315,60.77248,363.68531,181.36787,125.34324,207.95583,197.51056,220.30024,125.34324,173.77131,363.68531,78.81431,79.76388,60.77248,104.4527,105.40227,108.25098,123.4441,110.15012,114.89797,107.30141
1218324,SUMATRIPTAN 50MG TAB,NA,5.99,2/6/2022,1.374705,1.374705,0.38336,2.29417,1.14409,0.79068,1.31181,1.24592,1.38968,0.79068,1.09617,2.29417,0.49717,0.50316,0.38336,0.6589,0.66489,0.68286,0.7787,0.69484,0.72479,0.67687
1913282,ADM IV INF BAM ETES,M0245,1014.28,2/6/2022,232.77726,232.77726,64.91392,388.46924,193.72748,133.88496,222.12732,210.97024,235.31296,133.88496,185.61324,388.46924,84.18524,85.19952,64.91392,111.5708,112.58508,115.62792,131.8564,117.65648,122.72788,114.61364
1691287,IR-PLC NPHRURTRL CTH,SURG,16896.95,2/6/2022,3877.850025,3877.850025,1081.4048,6471.53185,3227.31745,2230.3974,3700.43205,3514.5656,3920.0924,2230.3974,3092.14185,6471.53185,1402.44685,1419.3438,1081.4048,1858.6645,1875.56145,1926.2523,2196.6035,1960.0462,2044.53095,1909.35535
1414758,MESH IMPLANTABLE 9,C1781,10149.28,2/6/2022,2329.25976,2329.25976,649.55392,3887.17424,1938.51248,1339.70496,2222.69232,2111.05024,2354.63296,1339.70496,1857.31824,3887.17424,842.39024,852.53952,649.55392,1116.4208,1126.57008,1157.01792,1319.4064,1177.31648,1228.06288,1146.86864
1215407,INSULIN 1 UNT INJ,NA,1.09,2/6/2022,0.250155,0.250155,0.06976,0.41747,0.20819,0.14388,0.23871,0.22672,0.25288,0.14388,0.19947,0.41747,0.09047,0.09156,0.06976,0.1199,0.12099,0.12426,0.1417,0.12644,0.13189,0.12317
1815073,CAST AP RIG LEG PTA,29445,325.96,2/6/2022,74.80782,74.80782,20.86144,124.84268,62.25836,43.02672,71.38524,67.79968,75.62272,43.02672,59.65068,124.84268,27.05468,27.38064,20.86144,35.8556,36.18156,37.15944,42.3748,37.81136,39.441160000000004,36.83348
1061322,S-CATH EXTREM ART,36140,7604.06,2/6/2022,1745.13177,1745.13177,486.65984,2912.35498,1452.37546,1003.73592,1665.28914,1581.64448,1764.14192,1003.73592,1391.54298,2912.35498,631.13698,638.74104,486.65984,836.4466,844.05066,866.86284,988.5278,882.07096,920.09126,859.25878
1331066,S-H PLTPH LEUKCMV-EA,P9053,4409.98,2/6/2022,1012.09041,1012.09041,282.23872,1689.02234,842.30618,582.11736,965.78562,917.27584,1023.11536,582.11736,807.02634,1689.02234,366.02834,370.43832,282.23872,485.0978,489.50778,502.73772,573.2974,511.55768,533.60758,498.32774
2892414,LACOSAMIDE,80235,152.34,2/6/2022,34.96203,34.96203,9.74976,58.34622,29.09694,20.10888,33.36246,31.68672,35.34288,20.10888,27.87822,58.34622,12.64422,12.79656,9.74976,16.7574,16.90974,17.36676,19.8042,17.67144,18.43314,17.21442
2893937,ALLERGEN IGE QUANT,86003,52.14,2/6/2022,11.96613,11.96613,3.33696,19.96962,9.95874,6.88248,11.41866,10.84512,12.09648,6.88248,9.54162,19.96962,4.32762,4.37976,3.33696,5.7354,5.78754,5.94396,6.7782,6.04824,6.30894,5.89182
2893930,ALLERGEN IGE QUANT,86003,52.14,2/6/2022,11.96613,11.96613,3.33696,19.96962,9.95874,6.88248,11.41866,10.84512,12.09648,6.88248,9.54162,19.96962,4.32762,4.37976,3.33696,5.7354,5.78754,5.94396,6.7782,6.04824,6.30894,5.89182
2892285,PLASMINOGEN ACTIVATO,85415,412.8,2/6/2022,94.7376,94.7376,26.4192,158.1024,78.8448,54.4896,90.4032,85.8624,95.7696,54.4896,75.5424,158.1024,34.2624,34.6752,26.4192,45.408,45.8208,47.0592,53.664,47.8848,49.9488,46.6464
1213687,AZITHROM 20MG/ML 15M,NA,126.1,2/6/2022,28.93995,28.93995,8.0704,48.2963,24.0851,16.6452,27.6159,26.2288,29.2552,16.6452,23.0763,48.2963,10.4663,10.5924,8.0704,13.871,13.9971,14.3754,16.393,14.6276,15.2581,14.2493
1314416,"PHOSPHATASE,ACID,TOT",84060,144.71,2/6/2022,33.210945,33.210945,9.26144,55.42393,27.63961,19.10172,31.69149,30.09968,33.57272,19.10172,26.48193,55.42393,12.01093,12.15564,9.26144,15.9181,16.06281,16.49694,18.8123,16.78636,17.50991,16.35223
1913291,ADM TOCLZMAB COV 2ND,M0250,1014.28,2/6/2022,232.77726,232.77726,64.91392,388.46924,193.72748,133.88496,222.12732,210.97024,235.31296,133.88496,185.61324,388.46924,84.18524,85.19952,64.91392,111.5708,112.58508,115.62792,131.8564,117.65648,122.72788,114.61364
1510106,RT-RAD TX SIMU INT,77285,1966.24,2/6/2022,451.25208,451.25208,125.83936,753.06992,375.55184,259.54368,430.60656,408.97792,456.16768,259.54368,359.82192,753.06992,163.19792,165.16416,125.83936,216.2864,218.25264,224.15136,255.6112,228.08384,237.91504,222.18512
2892360,AMIKACIN,80150,374.11,2/6/2022,85.858245,85.858245,23.94304,143.28413,71.45501,49.38252,81.93009,77.81488,86.79352,49.38252,68.46213,143.28413,31.05113,31.42524,23.94304,41.1521,41.52621,42.64854,48.6343,43.39676,45.26731,42.27443
1218280,SIMETH 40MG/.6ML .6M,NA,1.5,2/6/2022,0.34425,0.34425,0.096,0.5745,0.2865,0.198,0.3285,0.312,0.348,0.198,0.2745,0.5745,0.1245,0.126,0.096,0.165,0.1665,0.171,0.195,0.174,0.1815,0.1695
