Item #,CPT/HCPCS Code,Description,Modifier,NDC,UOM,NRV,Gross Charge,Cash price,Min insurance pmt,Max insurance pmt,"AARP/UHC MHMO - AARP Medicare Advantage Plans, Dual Complete Special Needs Plans, UnitedHealthcare Medicare Advantage PASSPORT, UnitedHealthcare Medicare Advantage PPO","Aetna Commercial - HMO, POS, PPO EPO, HDHP","Ambetter - Ambetter Bronze, Silver, and Gold plans",Amerigroup - TennCare,"Amerivantage MHMO - Amerivantage Balance Plus (HMO), Amerivantage Classic Plus (HMO-POS), Amerivantage Full Dual Coordination (HMO D-SNP), Amerivantage Dual Premier (HMO D-SNP), Amerivantage Classic (HMO), Amerivantage Balance, Dual Coordination (HMO D-SNP)",Beechstreet - PPO,Blount County Government Cigna via Allegiance,Blue Cross Networks P&S,BlueCare - TennCare,"BlueAdvantage MHMO - BlueAdvantage Sapphire (PPO), BlueAdvantage Freedom (PPO), BlueCare Plus (HMO D-SNP), BlueCare Plus Choice (HMO D-SNP), BlueAdvantage Emerald (PPO), BlueAdvantage Ruby (PPO), BlueAdvantage Diamond (PPO)","Cigna - Connect, HMO, Indemnity, LocalPlus, OAP/Open Access Plus, PPO",Coventry - PPO,"Humana - HMO, Indemnity, POS, PPO","Humana Gold Plus HMO, HumanaChoice PPO, HumanaChoice Regional PPO, Humana Gold Plus SNP-DE",Multiplan - PPO,TennCare Select - TennCare,Three Rivers - PPO,UHC Community Plan - TennCare,"UnitedHealthcare - All Savers Health Plan, Heritage/UHC of the River Valley, Sures, TN Individual Exchange Benefit Plan, UHC Choice/Choice Plus, UHC Choice Advanced/Choice Plus Advanced, UHC Core/Core Essential, UHC EDGE, UHC Navigate, UHC Options PPO","WellCare - Wellcare Dual Access (HMO D-SNP), Wellcare Giveback Open (PPO), Wellcare No Premium (HMO-POS), Wellcare No Premium (PPO), Wellcare Assist (HMO), Wellcare Giveback (HMO), Wellcare Patriot Giveback (HMO-POS)"
4088535,87902,HEPATITIS C GENOTYPING,,,,0300,$769.00,$261.46,$167.71,$769.00,N/A,$692.10,N/A,N/A,N/A,$645.96,$334.69,$769.00,$255.91,N/A,$529.79,$437.67,$257.45,N/A,$615.20,$292.38,$615.20,$167.71,$225.53,N/A
4088541,83498,17 HYDROXYPROGESTERONE,,,,0300,$71.00,$24.14,$17.70,$71.00,N/A,$63.90,N/A,N/A,N/A,$59.64,$35.32,$71.00,$66.99,N/A,$55.97,$46.19,$27.17,N/A,$56.80,$68.00,$56.80,$17.70,$23.80,N/A
4088542,84143,17-HYDROXYPREGNENOLONE,,,,0300,$342.00,$116.28,$14.87,$307.80,N/A,$307.80,N/A,N/A,N/A,$287.28,$29.65,$116.74,$51.66,N/A,$46.90,$38.78,$22.81,N/A,$273.60,$59.02,$273.60,$14.87,$19.99,N/A
4088544,86813,HDL-DR TYPE,,,,0300,"$1,634.00",$555.56,$37.78,"$1,470.60",N/A,"$1,470.60",N/A,N/A,N/A,"$1,372.56",$75.40,$296.70,$144.29,N/A,$119.39,$98.60,$58.00,N/A,"$1,307.20",$164.85,"$1,307.20",$37.78,$50.80,N/A
4088545,86813,HLA-ABC (LK 4088543),,,,0300,"$1,634.00",$555.56,$37.78,"$1,470.60",N/A,"$1,470.60",N/A,N/A,N/A,"$1,372.56",$75.40,$296.70,$144.29,N/A,$119.39,$98.60,$58.00,N/A,"$1,307.20",$164.85,"$1,307.20",$37.78,$50.80,N/A
4088547,86003,HYMENOPTERA LK 8546 (NCCI 86003),,,,0300,$30.00,$10.20,$3.40,$30.00,N/A,$27.00,N/A,N/A,N/A,$25.20,$6.79,$26.70,$27.34,N/A,$10.66,$8.87,$5.22,N/A,$24.00,$30.00,$24.00,$3.40,$4.57,N/A
4088557,86022,HEPARIN IND. PLATE.AB,,,,0300,$163.00,$55.42,$11.96,$146.70,N/A,$146.70,N/A,N/A,N/A,$136.92,$23.88,$55.58,$12.65,N/A,$37.84,$31.23,$18.37,N/A,$130.40,$14.45,$130.40,$11.96,$16.09,N/A
4088560,85520,HEPARIN ANTI XA LMWH,,,,0300,$376.00,$127.84,$8.53,$338.40,N/A,$338.40,N/A,N/A,N/A,$315.84,$17.02,$66.98,$32.10,N/A,$27.18,$22.25,$13.09,N/A,$300.80,$36.68,$300.80,$8.53,$11.47,N/A
4088561,86735,MUMPS AB EIA (LK 8559),,,,0300,$103.00,$35.02,$8.50,$92.70,N/A,$92.70,N/A,N/A,N/A,$86.52,$16.97,$66.75,$39.02,N/A,$26.66,$22.19,$13.05,N/A,$82.40,$44.58,$82.40,$8.50,$11.44,N/A
4088562,86762,RUBELLA AB EIA (LK 8559),,,,0300,$100.00,$34.00,$9.38,$90.00,N/A,$90.00,N/A,N/A,N/A,$84.00,$18.71,$73.65,$11.82,N/A,$29.84,$24.46,$14.39,N/A,$80.00,$13.51,$80.00,$9.38,$12.61,N/A
4088563,86765,RUBEOLA AB EIA (LK 8559),,,,0300,$78.00,$26.52,$8.39,$70.20,N/A,$70.20,N/A,N/A,N/A,$65.52,$16.74,$65.93,$21.28,N/A,$26.66,$21.90,$12.88,N/A,$62.40,$24.31,$62.40,$8.39,$11.29,N/A
4088564,G0480,IMIPRAMINE (TOFRAMIL),,,,0300,$300.00,$102.00,$39.97,$299.78,N/A,$270.00,N/A,N/A,N/A,$252.00,$148.76,$299.78,$88.27,N/A,$97.23,$216.00,$148.76,N/A,$240.00,$100.85,$240.00,$39.97,$47.96,N/A
4088566,82787,IMMUNOGLO.(LK7842),,,,0300,$140.00,$47.60,$5.22,$126.00,N/A,$126.00,N/A,N/A,N/A,$117.60,$10.43,$41.03,$16.79,N/A,$16.53,$13.63,$8.02,N/A,$112.00,$19.19,$112.00,$5.22,$7.03,N/A
4088568,86003,IGE RAST TO LATEX (NCCI 86003),,,,0300,$30.00,$10.20,$3.40,$30.00,N/A,$27.00,N/A,N/A,N/A,$25.20,$6.79,$26.70,$27.34,N/A,$10.66,$8.87,$5.22,N/A,$24.00,$30.00,$24.00,$3.40,$4.57,N/A
4088569,G0480,ZYPREXA,,,,0300,$300.00,$102.00,$39.97,$299.78,N/A,$270.00,N/A,N/A,N/A,$252.00,$148.76,$299.78,$88.27,N/A,$188.70,$216.00,$148.76,N/A,$240.00,$100.85,$240.00,$39.97,$47.96,N/A
4088570,82040,IGG INDEX CSF (LK7878),,,,0300,$43.00,$14.62,$3.23,$38.70,N/A,$38.70,N/A,N/A,N/A,$36.12,$6.44,$25.31,$11.70,N/A,$10.13,$8.42,$4.95,N/A,$34.40,$13.37,$34.40,$3.23,$4.34,N/A
4088571,82042,IGG INDEX CSF(LK 7878),,,,0300,$30.00,$10.20,$3.38,$27.00,N/A,$27.00,N/A,N/A,N/A,$25.20,$10.11,$12.00,$4.89,N/A,$10.66,$13.23,$7.78,N/A,$24.00,$5.59,$24.00,$3.38,$4.54,N/A
4088572,88342,"IHC STAIN, ORIGINAL (REFERRED OUT)",,,,0310,$320.00,$108.80,$11.41,$288.00,N/A,$288.00,N/A,N/A,N/A,$268.80,$218.90,$160.43,$11.41,N/A,$59.39,$230.40,$63.05,N/A,$256.00,$13.03,$256.00,$15.27,$20.73,N/A
4088573,82784,IGG INDEX CSF(LK 7878),,,,0300,$144.00,$48.96,$6.06,$129.60,N/A,$129.60,N/A,N/A,N/A,$120.96,$12.09,$47.55,$23.17,N/A,$19.18,$15.81,$9.30,N/A,$115.20,$26.47,$115.20,$6.06,$8.15,N/A
4088576,86710,INFLUENZA A (8575),,,,0300,$155.00,$52.70,$8.83,$139.50,N/A,$139.50,N/A,N/A,N/A,$130.20,$17.62,$69.34,$43.98,N/A,$27.71,$23.04,$13.55,N/A,$124.00,$50.25,$124.00,$8.83,$11.88,N/A
4088577,86710,INFLUENZA B (8575),,,,0300,$155.00,$52.70,$8.83,$139.50,N/A,$139.50,N/A,N/A,N/A,$130.20,$17.62,$69.34,$43.98,N/A,$27.71,$23.04,$13.55,N/A,$124.00,$50.25,$124.00,$8.83,$11.88,N/A
4088580,83540,"IRON,URINE",,,,0300,$75.00,$25.50,$4.22,$67.50,N/A,$67.50,N/A,N/A,N/A,$63.00,$8.41,$33.11,$16.11,N/A,$13.33,$11.00,$6.47,N/A,$60.00,$18.40,$60.00,$4.22,$5.68,N/A
4088583,86337,INSULIN ANTIBODIES,,,,0300,$237.00,$80.58,$13.95,$213.30,N/A,$213.30,N/A,N/A,N/A,$199.08,$27.83,$109.54,$51.94,N/A,$44.24,$36.40,$21.41,N/A,$189.60,$59.34,$189.60,$13.95,$18.76,N/A
4088584,86340,INTRINSIC FACTOR AB,,,,0300,$122.00,$41.48,$9.82,$109.80,N/A,$109.80,N/A,N/A,N/A,$102.48,$19.60,$77.10,$36.34,N/A,$30.91,$25.64,$15.08,N/A,$97.60,$41.51,$97.60,$9.82,$13.21,N/A
4088595,85347,KAOLIN CLOTTING TIME,,,,0300,$109.00,$37.06,$2.78,$98.10,N/A,$98.10,N/A,N/A,N/A,$91.56,$5.56,$21.79,$10.33,N/A,$8.53,$7.28,$4.28,N/A,$87.20,$11.80,$87.20,$2.78,$3.73,N/A
4088597,82784,IMMUNOGLOBULIN D,,,,0300,$144.00,$48.96,$6.06,$129.60,N/A,$129.60,N/A,N/A,N/A,$120.96,$12.09,$47.55,$23.17,N/A,$19.18,$15.81,$9.30,N/A,$115.20,$26.47,$115.20,$6.06,$8.15,N/A
4088607,83516,LEMS AUTOANTIBODY,,,,0300,$152.00,$51.68,$7.52,$136.80,N/A,$136.80,N/A,N/A,N/A,$127.68,$14.99,$58.58,$24.65,N/A,$23.98,$19.60,$11.53,N/A,$121.60,$28.16,$121.60,$7.52,$10.11,N/A
4088608,83519,PREDNISONE,,,,0300,$187.00,$63.58,$8.80,$168.30,N/A,$168.30,N/A,N/A,N/A,$157.08,$23.92,$69.11,$20.27,N/A,$27.71,$31.28,$18.40,N/A,$149.60,$23.15,$149.60,$8.80,$11.84,N/A
4088614,85732,LUPUS ANTI-COAG. LK(8641),,,,0300,$141.00,$47.94,$4.21,$126.90,N/A,$126.90,N/A,N/A,N/A,$118.44,$8.41,$33.11,$16.11,N/A,$13.33,$11.00,$6.47,N/A,$112.80,$18.40,$112.80,$4.21,$5.67,N/A
4088615,85460,KLEIHAUER-BETKE(FETALCEL),,,,0300,$126.00,$42.84,$5.04,$113.40,N/A,$113.40,N/A,N/A,N/A,$105.84,$10.05,$39.60,$19.19,N/A,$15.98,$13.14,$7.73,N/A,$100.80,$21.92,$100.80,$5.04,$6.78,N/A
4088616,80175,LAMICTIL,,,,0300,$226.00,$76.84,$8.44,$203.40,N/A,$203.40,N/A,N/A,N/A,$189.84,$17.23,$67.84,$18.63,N/A,$96.41,$22.53,$13.25,N/A,$180.80,$21.29,$180.80,$8.44,$10.85,N/A
4088618,83625,LDH ISOENZYMES (LK4921),,,,0300,$70.00,$23.80,$8.34,$63.00,N/A,$63.00,N/A,N/A,N/A,$58.80,$16.63,$51.98,$21.24,N/A,$26.11,$21.74,$12.79,N/A,$56.00,$24.27,$56.00,$8.34,$11.21,N/A
4088619,83655,"LEAD,URINE (LK4932)",,,,0300,$98.00,$33.32,$7.89,$88.20,N/A,$88.20,N/A,N/A,N/A,$82.32,$15.74,$61.95,$28.96,N/A,$25.06,$20.59,$12.11,N/A,$78.40,$33.09,$78.40,$7.89,$10.60,N/A
4088620,83655,LEAD BLOOD,,,,0300,$98.00,$33.32,$7.89,$88.20,N/A,$88.20,N/A,N/A,N/A,$82.32,$15.74,$61.95,$28.96,N/A,$25.06,$20.59,$12.11,N/A,$78.40,$33.09,$78.40,$7.89,$10.60,N/A
4088621,87070,LEGIONELLA PNEU LK 8626,,,,0300,$130.00,$44.20,$5.61,$117.00,N/A,$117.00,N/A,N/A,N/A,$109.20,$11.21,$44.06,$21.43,N/A,$17.58,$14.65,$8.62,N/A,$104.00,$24.49,$104.00,$5.61,$7.54,N/A
4088622,87255,HERPES CULTURE LK(8485),,,,0300,$375.00,$127.50,$22.06,$337.50,N/A,$337.50,N/A,N/A,N/A,$315.00,$44.02,$173.25,$46.70,N/A,$69.82,$57.56,$33.86,N/A,$300.00,$53.36,$300.00,$22.06,$29.66,N/A
4088625,86713,LEGIONELLA ANTIBODY,,,,0300,$75.00,$25.50,$9.98,$75.00,N/A,$67.50,N/A,N/A,N/A,$63.00,$19.89,$75.00,$17.46,N/A,$31.44,$26.01,$15.30,N/A,$60.00,$19.95,$60.00,$9.98,$13.41,N/A
4088627,87449,LEGIONELLA AG.(URINE),,,,0300,$237.00,$80.58,$7.81,$213.30,N/A,$213.30,N/A,N/A,N/A,$199.08,$15.57,$58.58,$25.31,N/A,$24.51,$20.37,$11.98,N/A,$189.60,$28.92,$189.60,$7.81,$10.51,N/A
4088628,86720,LEPTOSPIRA,,,,0300,$592.00,$201.28,$8.60,$532.80,N/A,$532.80,N/A,N/A,N/A,$497.28,$21.06,$44.74,$29.06,N/A,$27.18,$27.54,$16.20,N/A,$473.60,$33.20,$473.60,$8.60,$11.55,N/A
4088637,83519,PTH-RELATED PROTEIN,,,,0300,$187.00,$63.58,$8.80,$168.30,N/A,$168.30,N/A,N/A,N/A,$157.08,$23.92,$69.11,$20.27,N/A,$27.71,$31.28,$18.40,N/A,$149.60,$23.15,$149.60,$8.80,$11.84,N/A
4088638,G0480,"NICOTINE AND METAB, SERUM",,,,0300,$300.00,$102.00,$39.97,$299.78,N/A,$270.00,N/A,N/A,N/A,$252.00,$148.76,$299.78,$88.27,N/A,$107.12,$216.00,$148.76,N/A,$240.00,$100.85,$240.00,$39.97,$47.96,N/A
4088642,85597,LUPUS ANTICOG. HEXAGONAL,,,,0300,$173.00,$58.82,$11.71,$155.70,N/A,$155.70,N/A,N/A,N/A,$145.32,$23.37,$91.95,$22.38,N/A,$36.78,$30.57,$17.98,N/A,$138.40,$25.57,$138.40,$11.71,$15.75,N/A
4088643,85597,LUPUS ANTICOAG. PLATELET,,,,0300,$173.00,$58.82,$11.71,$155.70,N/A,$155.70,N/A,N/A,N/A,$145.32,$23.37,$91.95,$22.38,N/A,$36.78,$30.57,$17.98,N/A,$138.40,$25.57,$138.40,$11.71,$15.75,N/A
4088655,80307,LSD URINE,,,,0300,$672.00,$228.48,$37.22,$604.80,N/A,$604.80,N/A,N/A,N/A,$564.48,$80.78,$299.29,$82.18,N/A,$88.99,$105.64,$62.14,N/A,$537.60,$93.89,$537.60,$37.22,$47.89,N/A
4088660,83835,METANEPHRINES - QUANT.,,,,0300,$288.00,$97.92,$11.04,$259.20,N/A,$259.20,N/A,N/A,N/A,$241.92,$22.02,$86.66,$41.62,N/A,$34.64,$28.80,$16.94,N/A,$230.40,$47.55,$230.40,$11.04,$14.84,N/A
4088661,80204,METHOTREXATE,,,,0300,$245.00,$83.30,$23.14,$220.50,N/A,$220.50,N/A,N/A,N/A,$205.80,$89.65,$144.64,$39.71,N/A,$67.16,$65.57,$38.57,N/A,$196.00,$45.37,$196.00,N/A,$23.14,N/A
4088662,G0480,"MEPERIDINE (DEMEROL), SERUM",,,,0300,$300.00,$102.00,$39.97,$299.78,N/A,$270.00,N/A,N/A,N/A,$252.00,$148.76,$299.78,$88.27,N/A,$97.23,$216.00,$148.76,N/A,$240.00,$100.85,$240.00,$39.97,$47.96,N/A
4088663,84600,METHANOL ALCOHOL,,,,0300,$208.00,$70.72,$10.47,$187.20,N/A,$187.20,N/A,N/A,N/A,$174.72,$22.24,$82.24,$37.78,N/A,$33.04,$29.09,$17.11,N/A,$166.40,$43.16,$166.40,$10.47,$14.08,N/A
4088668,G0480,METHADONE (DOLOPHINE),,,,0300,$300.00,$102.00,$39.97,$299.78,N/A,$270.00,N/A,N/A,N/A,$252.00,$148.76,$299.78,$88.27,N/A,$97.23,$216.00,$148.76,N/A,$240.00,$100.85,$240.00,$39.97,$47.96,N/A
4088674,86735,MUMPS VIRUS IGG,,,,0300,$103.00,$35.02,$8.50,$92.70,N/A,$92.70,N/A,N/A,N/A,$86.52,$16.97,$66.75,$39.02,N/A,$26.66,$22.19,$13.05,N/A,$82.40,$44.58,$82.40,$8.50,$11.44,N/A
4088678,83873,MYELIN BASIC PROTEIN  CSF,,,,0300,$185.00,$62.90,$11.21,$166.50,N/A,$166.50,N/A,N/A,N/A,$155.40,$22.36,$88.01,$42.50,N/A,$35.18,$29.24,$17.20,N/A,$148.00,$48.55,$148.00,$11.21,$15.07,N/A
4088679,86735,MUMPS ANTIBODY IGM,,,,0300,$103.00,$35.02,$8.50,$92.70,N/A,$92.70,N/A,N/A,N/A,$86.52,$16.97,$66.75,$39.02,N/A,$26.66,$22.19,$13.05,N/A,$82.40,$44.58,$82.40,$8.50,$11.44,N/A
4088682,83825,MERCURY,,,,0300,$119.00,$40.46,$10.59,$107.10,N/A,$107.10,N/A,N/A,N/A,$99.96,$21.14,$83.18,$37.78,N/A,$33.58,$27.64,$16.26,N/A,$95.20,$43.16,$95.20,$10.59,$14.24,N/A
4088683,U0003,"COVID-19, NAA (BAL OR BRONCH WASHING)",,,,0310,$250.00,$85.00,$50.00,$225.00,N/A,$225.00,N/A,N/A,N/A,$210.00,$97.50,$75.00,$75.00,N/A,$75.00,$75.00,$97.50,N/A,$200.00,$75.00,$200.00,$50.00,$60.00,N/A
4088685,86738,MYCOPLASMA ANTIBODY,,,,0300,$119.00,$40.46,$8.63,$107.10,N/A,$107.10,N/A,N/A,N/A,$99.96,$17.21,$67.76,$17.07,N/A,$27.18,$22.51,$13.24,N/A,$95.20,$19.50,$95.20,$8.63,$11.60,N/A
4088686,G0480,NORTRIPTYLINE,,,,0300,$300.00,$102.00,$39.97,$299.78,N/A,$270.00,N/A,N/A,N/A,$252.00,$148.76,$299.78,$88.27,N/A,$97.23,$216.00,$148.76,N/A,$240.00,$100.85,$240.00,$39.97,$47.96,N/A
4088687,83520,NIACIN,,,,0300,$167.00,$56.78,$8.44,$150.30,N/A,$150.30,N/A,N/A,N/A,$140.28,$22.45,$66.23,$30.75,N/A,$26.66,$29.36,$17.27,N/A,$133.60,$35.13,$133.60,$8.44,$11.35,N/A
4088688,83874,"MYOGLOBIN, URINE",,,,0300,$144.00,$48.96,$8.41,$129.60,N/A,$129.60,N/A,N/A,N/A,$120.96,$16.80,$66.08,$32.04,N/A,$26.66,$21.96,$12.92,N/A,$115.20,$36.61,$115.20,$8.41,$11.32,N/A
4088692,80307,NICOTINE METAB. SCN.URINE,,,,0300,$672.00,$228.48,$37.22,$604.80,N/A,$604.80,N/A,N/A,N/A,$564.48,$80.78,$299.29,$82.18,N/A,$88.99,$105.64,$62.14,N/A,$537.60,$93.89,$537.60,$37.22,$47.89,N/A
4088695,83945,"OXALATES, URINE",,,,0300,$49.00,$16.66,$8.39,$49.00,N/A,$44.10,N/A,N/A,N/A,$41.16,$18.79,$49.00,$32.04,N/A,$26.66,$24.57,$14.45,N/A,$39.20,$36.61,$39.20,$8.39,$11.28,N/A
4088696,85557,OSMOTIC FAGILITY,,,,0300,$134.00,$45.56,$8.70,$120.60,N/A,$120.60,N/A,N/A,N/A,$112.56,$17.37,$68.36,$33.27,N/A,$27.71,$22.71,$13.36,N/A,$107.20,$38.01,$107.20,$8.70,$11.70,N/A
4088697,83937,OSTEOCALCIN,,,,0300,$252.00,$85.68,$19.45,$226.80,N/A,$226.80,N/A,N/A,N/A,$211.68,$38.81,$145.69,$28.78,N/A,$61.30,$50.75,$29.85,N/A,$201.60,$32.88,$201.60,$19.45,$26.15,N/A
4088698,83915,NUCLEOTIDASE,,,,0300,$119.00,$40.46,$7.26,$107.10,N/A,$107.10,N/A,N/A,N/A,$99.96,$14.50,$56.63,$23.17,N/A,$22.91,$18.96,$11.15,N/A,$95.20,$26.47,$95.20,$7.26,$9.77,N/A
4088700,85576,PLATELET AGGREGATION,,,,0300,$190.00,$64.60,$14.00,$171.00,N/A,$171.00,N/A,N/A,N/A,$159.60,$32.38,$109.91,$51.04,N/A,$44.24,$42.35,$24.91,N/A,$152.00,$58.31,$152.00,$14.00,$18.82,N/A
4088704,86747,PARVO-VIRUS IGG (8703),,,,0300,$52.00,$17.68,$9.79,$52.00,N/A,$46.80,N/A,N/A,N/A,$43.68,$19.54,$52.00,$31.24,N/A,$30.91,$25.55,$15.03,N/A,$41.60,$35.69,$41.60,$9.79,$13.17,N/A
4088705,86747,PERVO-VIRUS IGM (8703),,,,0300,$52.00,$17.68,$9.79,$52.00,N/A,$46.80,N/A,N/A,N/A,$43.68,$19.54,$52.00,$31.24,N/A,$30.91,$25.55,$15.03,N/A,$41.60,$35.69,$41.60,$9.79,$13.17,N/A
4088707,86710,PARAINFLUENZA LK (8706),,,,0300,$155.00,$52.70,$8.83,$139.50,N/A,$139.50,N/A,N/A,N/A,$130.20,$17.62,$69.34,$43.98,N/A,$27.71,$23.04,$13.55,N/A,$124.00,$50.25,$124.00,$8.83,$11.88,N/A
4088709,82542,PROPOXYPHENE (DARVON),,,,0300,$176.00,$59.84,$11.77,$158.40,N/A,$158.40,N/A,N/A,N/A,$147.84,$31.32,$92.36,$39.91,N/A,$37.31,$40.95,$24.09,N/A,$140.80,$45.60,$140.80,$11.77,$15.82,N/A
4088710,83835,PHEOCHROMOCYTOMA (LK7722),,,,0300,$288.00,$97.92,$11.04,$259.20,N/A,$259.20,N/A,N/A,N/A,$241.92,$22.02,$86.66,$41.62,N/A,$34.64,$28.80,$16.94,N/A,$230.40,$47.55,$230.40,$11.04,$14.84,N/A
4088717,88237,CYTOGENETIC STUDY (LK8715,,,,0300,$544.00,$184.96,$82.28,$544.00,N/A,$489.60,N/A,N/A,N/A,$456.96,$186.88,$544.00,$314.35,N/A,$260.10,$244.38,$143.75,N/A,$435.20,$359.15,$435.20,$82.28,$110.65,N/A
4088718,88264,CYTOGENETIC STUDY (LK8715,,,,0300,$528.00,$179.52,$81.19,$528.00,N/A,$475.20,N/A,N/A,N/A,$443.52,$187.99,$528.00,$275.44,N/A,$256.37,$245.84,$144.61,N/A,$422.40,$314.69,$422.40,$81.19,$109.19,N/A
4088722,84110,PORPHOBILINOGEN(24HR),,,,0300,$24.00,$8.16,$5.50,$24.00,N/A,$21.60,N/A,N/A,N/A,$20.16,$10.97,$24.00,$19.48,N/A,$17.58,$14.35,$8.44,N/A,$19.20,$22.26,$19.20,$5.50,$7.40,N/A
4088725,84120,PORPHYRINS (24 HR),,,,0300,$452.00,$153.68,$9.59,$406.80,N/A,$406.80,N/A,N/A,N/A,$379.68,$19.12,$75.26,$34.61,N/A,$30.38,$25.01,$14.71,N/A,$361.60,$39.54,$361.60,$9.59,$12.88,N/A
4088726,84311,PORPHYRINS PLASMA,,,,0300,$197.00,$66.98,$4.56,$177.30,N/A,$177.30,N/A,N/A,N/A,$165.48,$10.53,$35.78,$9.11,N/A,$14.38,$13.77,$8.10,N/A,$157.60,$10.41,$157.60,$4.56,$6.12,N/A
4088728,84206,PROINSULIN,,,,0300,$261.00,$88.74,$11.61,$234.90,N/A,$234.90,N/A,N/A,N/A,$219.24,$34.70,$91.13,$38.55,N/A,$36.78,$45.37,$26.69,N/A,$208.80,$44.05,$208.80,$11.61,$15.61,N/A
4088734,87172,PINWORM SMEAR,,,,0300,$83.00,$28.22,$2.78,$74.70,N/A,$74.70,N/A,N/A,N/A,$69.72,$5.55,$21.04,$5.84,N/A,$8.53,$7.26,$4.27,N/A,$66.40,$6.68,$66.40,$2.78,$3.74,N/A
4088749,85302,PROTEIN C ANTIGEN,,,,0300,$165.00,$56.10,$7.83,$148.50,N/A,$148.50,N/A,N/A,N/A,$138.60,$15.61,$61.50,$29.92,N/A,$24.51,$20.42,$12.01,N/A,$132.00,$34.19,$132.00,$7.83,$10.53,N/A
4088752,85306,PROTEIN S ANTIGEN (FREE),,,,0300,$222.00,$75.48,$9.99,$199.80,N/A,$199.80,N/A,N/A,N/A,$186.48,$19.92,$73.09,$14.97,N/A,$31.44,$26.04,$15.32,N/A,$177.60,$17.10,$177.60,$9.99,$13.42,N/A
4088754,84166,PROTEIN ELECTROPHOR CSF,,,,0300,$88.00,$29.92,$11.62,$88.00,N/A,$79.20,N/A,N/A,N/A,$73.92,$23.18,$88.00,$25.65,N/A,$36.78,$30.31,$17.83,N/A,$70.40,$29.31,$70.40,$11.62,$15.62,N/A
4088755,80197,"PROGRAF,(TACROLIMUS)",,,,0300,$248.00,$84.32,$8.94,$223.20,N/A,$223.20,N/A,N/A,N/A,$208.32,$17.85,$70.24,$15.72,N/A,$28.26,$23.34,$13.73,N/A,$198.40,$17.96,$198.40,$8.94,$12.02,N/A
4088756,84220,PYRUVATE KINASE,,,,0300,$197.00,$66.98,$6.15,$177.30,N/A,$177.30,N/A,N/A,N/A,$165.48,$12.27,$48.30,$21.80,N/A,$19.18,$16.05,$9.44,N/A,$157.60,$24.91,$157.60,$6.15,$8.26,N/A
4088759,84210,PYRUVIC ACID,,,,0300,$240.00,$81.60,$7.08,$216.00,N/A,$216.00,N/A,N/A,N/A,$201.60,$18.82,$55.54,$26.73,N/A,$22.38,$24.62,$14.48,N/A,$192.00,$30.54,$192.00,$7.08,$9.51,N/A
4088760,84244,RENIN PLASMA,,,,0300,$107.00,$36.38,$14.33,$107.00,N/A,$96.30,N/A,N/A,N/A,$89.88,$28.59,$107.00,$54.66,N/A,$45.31,$37.38,$21.99,N/A,$85.60,$62.45,$85.60,$14.33,$19.27,N/A
4088763,86757,ROCKY MNT SPOT FEVER IGG,,,,0300,$185.00,$62.90,$12.62,$166.50,N/A,$166.50,N/A,N/A,N/A,$155.40,$25.16,$99.00,$27.55,N/A,$39.97,$32.90,$19.35,N/A,$148.00,$31.48,$148.00,$12.62,$16.96,N/A
4088764,86757,ROCKY MNT SPOT FEVER IGM,,,,0300,$185.00,$62.90,$12.62,$166.50,N/A,$166.50,N/A,N/A,N/A,$155.40,$25.16,$99.00,$27.55,N/A,$39.97,$32.90,$19.35,N/A,$148.00,$31.48,$148.00,$12.62,$16.96,N/A
4088765,87425,ROTAVIRUS,,,,0300,$125.00,$42.50,$7.81,$112.50,N/A,$112.50,N/A,N/A,N/A,$105.00,$15.57,$58.58,$25.31,N/A,$24.51,$20.37,$11.98,N/A,$100.00,$28.92,$100.00,$7.81,$10.51,N/A
4088766,86756,RSV ANTIBODY (SERUM),,,,0300,$187.00,$63.58,$8.40,$168.30,N/A,$168.30,N/A,N/A,N/A,$157.08,$20.66,$65.93,$12.59,N/A,$26.66,$27.01,$15.89,N/A,$149.60,$14.38,$149.60,$8.40,$11.29,N/A
4088770,86790,RICKETTSIA TYPHI IGG,,,,0300,$29.00,$9.86,$8.39,$29.00,N/A,$26.10,N/A,N/A,N/A,$24.36,$16.74,$29.00,$26.00,N/A,$26.00,$21.90,$12.88,N/A,$23.20,$26.00,$23.20,$8.39,$11.29,N/A
4088771,86790,RICKETTSIA TYPHI IGM,,,,0300,$29.00,$9.86,$8.39,$29.00,N/A,$26.10,N/A,N/A,N/A,$24.36,$16.74,$29.00,$26.00,N/A,$26.00,$21.90,$12.88,N/A,$23.20,$26.00,$23.20,$8.39,$11.29,N/A
4088772,86431,RHEUMATON-JOINT FLUID,,,,0300,$105.00,$35.70,$3.70,$94.50,N/A,$94.50,N/A,N/A,N/A,$88.20,$7.37,$29.03,$11.82,N/A,$11.73,$9.64,$5.67,N/A,$84.00,$13.51,$84.00,$3.70,$4.97,N/A
4088773,82542,"PORPHYRINS,FRACT RBC",,,,0300,$176.00,$59.84,$11.77,$158.40,N/A,$158.40,N/A,N/A,N/A,$147.84,$31.32,$92.36,$39.91,N/A,$37.31,$40.95,$24.09,N/A,$140.80,$45.60,$140.80,$11.77,$15.82,N/A
